"ID","SCISSORS_CAF","SCISSORS_CAF_K4","SCISSORS_CAF_ALL","SCISSORS_CAF_K2","MS_K2","Elyada_CAF","PurIST","Maurer","Puleo","DeCAF","CAF_whitelist"
"SRR5163462","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR5163464","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163466","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR5163468","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163471","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163472",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163474","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163475","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR5163478","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163480","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163482","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163484",NA,"Mixed","Mixed","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163486","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163488","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163490","restCAF","restCAF","restCAF","restCAF","Activated","iCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR5163492","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163494","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163496","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163498","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163500","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163502","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Basal-like","ECM-rich","Pure Basal-like","proCAF",TRUE
"SRR5163504","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163506","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR5163508","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR5163510","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR5163512",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163514","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163516","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163518",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163520","proCAF","proCAF","proCAF","proCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163522","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163524","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163526","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163528","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163530","restCAF","restCAF","restCAF","restCAF","Normal","iCAF","Basal-like","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR5163532","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163534","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163536",NA,"Mixed","Mixed","restCAF","Normal","iCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163538","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163540","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163542","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","iCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR5163550","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163552","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163554","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163556","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163558","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR5163560","proCAF","proCAF","proCAF","proCAF","Activated","iCAF","Classical","Immune-rich","Pure Classical","proCAF",TRUE
"SRR7963375",NA,"Mixed","Mixed","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963376","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963377",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963378","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963379","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963380","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963381","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963382","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963383","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963384","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963385","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963386","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963387","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963388","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963389","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963390","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","iCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963391","restCAF","restCAF","restCAF","restCAF","Activated","iCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963392","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963393",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963394","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963395","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963396","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963397","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963398","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963399","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963400","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963401","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963402","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963403","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963404","restCAF","restCAF","restCAF","restCAF","Normal","iCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963405","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963406","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Normal","iCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963407","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963408","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","proCAF",TRUE
"SRR7963409","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963410","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Activated","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963411","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963412","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Basal-like","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963413","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963414","restCAF","restCAF","restCAF","restCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963415",NA,"Mixed","Mixed","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963416","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963417","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963418","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963419","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963420","restCAF","Mixed.restCAF","Mixed.restCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963421","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963422","restCAF","restCAF","restCAF","restCAF","Activated","iCAF","Classical","ECM-rich","Desmoplastic","restCAF",TRUE
"SRR7963423","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963424",NA,"Mixed","Mixed","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963425","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963426","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963427","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963428","restCAF","restCAF","restCAF","restCAF","Normal","iCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
"SRR7963429","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963430","proCAF","proCAF","proCAF","proCAF","Activated","myCAF","Classical","ECM-rich","Desmoplastic","proCAF",TRUE
"SRR7963431","restCAF","Mixed.restCAF","Mixed.restCAF","restCAF","Normal","myCAF","Classical","Immune-rich","Desmoplastic","restCAF",TRUE
